policyid,Country,VehicleType,VehicleUsage,Power,Weight,Colour,VehicleFirstRegistrationYear,VehicleAge,Mark,Model,EngineType,RenewalIndicator,Leasing,Deductible_general,Deductible_glass,premium,suminsured,policy_period_in_years,year
2699,LV,Passenger car,Other,110,2085,Tumši zila,2011,1,SUBARU,LEGACY,Diesel,1,1,213.43,71.14,381.3,18590,1.002739726,2012
2700,LV,Passenger car,Regular,0,2075,Balta,2005,8,OPEL,ZAFIRA,Diesel,0,0,142.29,71.14,188.3,4120,1,2013
2701,LV,Passenger car,Regular,0,2090,Tumši peleka,2001,13,VOLKSWAGEN,PASSAT VARIANT,Diesel,1,0,140,40,178,4200,1,2014
2702,LV,Passenger car,Regular,0,2090,Tumši peleka,2001,12,VOLKSWAGEN,PASSAT VARIANT,Diesel,1,0,142.29,42.69,178.7,4470,1,2013
2703,LV,Passenger car,Regular,0,2090,Tumši peleka,2001,11,VOLKSWAGEN,PASSAT VARIANT,Diesel,0,0,142.29,42.69,185.4,4750,1.002739726,2012
2704,LV,Passenger car,Regular,0,2095,,2012,0,MERCEDES BENZ,C220,Benzine,0,0,140,70,48,45260,0.010958904,2012
2705,LV,Passenger car,Regular,92,1900,Bruna,2012,2,FORD,FOCUS,Benzine,1,1,140,70,459.8,14080,1,2014
2706,LV,Passenger car,Regular,92,1900,Bruna,2012,1,FORD,FOCUS,Benzine,1,1,142.29,71.14,309.9,15730,1,2013
2707,LV,Passenger car,Regular,92,1900,Bruna,2012,0,FORD,FOCUS,Benzine,0,1,142.29,71.14,253.6,19860,0.550684932,2012
2708,LV,Passenger car,Regular,92,1900,Melna,2012,2,FORD,FOCUS,Benzine,1,1,140,70,349.2,13880,1,2014
2709,LV,Passenger car,Regular,92,1900,Melna,2012,1,FORD,FOCUS,Benzine,1,1,142.29,71.14,309.9,15530,1,2013
2710,LV,Passenger car,Regular,92,1900,Melna,2012,0,FORD,FOCUS,Benzine,0,1,142.29,71.14,253.6,19660,0.550684932,2012
2711,LV,Passenger car,Regular,92,1900,Peleka,2012,2,FORD,FOCUS,Benzine,1,1,140,70,349.2,14880,1,2014
2712,LV,Passenger car,Regular,92,1900,Peleka,2012,1,FORD,FOCUS,Benzine,1,1,142.29,71.14,309.9,16530,1,2013
2713,LV,Passenger car,Regular,92,1900,Peleka,2012,0,FORD,FOCUS,Benzine,0,1,142.29,71.14,253.6,20660,0.550684932,2012
2714,LV,Passenger car,Regular,52,1020,Peleka un gaiši peleka,2009,3,SMART,FORTWO,Benzine,1,0,142.29,71.14,420.6,6110,1,2012
2715,LV,Passenger car,Regular,55,1290,Sarkana,2012,0,VOLKSWAGEN,UP!,Benzine,0,0,142.29,71.14,93.6,7990,0.476712329,2012
2716,LV,Passenger car,Regular,55,1290,Sarkana,2012,2,VOLKSWAGEN,UP!,Benzine,0,1,140,70,659,11920,1,2014
2717,LV,Passenger car,Regular,55,1290,Sarkana,2012,0,VOLKSWAGEN,UP!,Benzine,0,0,284.57,71.14,2.2,9080,0.035616438,2012
2718,LV,Passenger car,Regular,55,1290,Sarkana,2013,0,SKODA,CITIGO,Benzine,0,1,142.29,71.14,106.6,11800,0.504109589,2013
2719,LV,Passenger car,Regular,55,1290,Zala,2013,0,SKODA,CITIGO,Benzine,0,0,142.29,71.14,151.2,14200,0.495890411,2013
2720,LV,Passenger car,Regular,48,1350,Oranža,2007,7,KIA,PICANTO,Benzine,0,0,140,70,216,2400,1,2014
2721,LV,Passenger car,Regular,77,1635,Gaiši peleka,2014,0,SKODA,RAPID,Benzine,0,0,140,70,166,16970,0.498630137,2014
2722,LV,Passenger car,Regular,77,1680,Balta,2011,1,VOLKSWAGEN,BEETLE,Benzine,1,0,142.29,71.14,124.6,11120,0.424657534,2012
2723,LV,Passenger car,Regular,77,1680,Melna,2011,1,VOLKSWAGEN,BEETLE,Benzine,1,0,142.29,71.14,150.2,10970,0.501369863,2012
2724,LV,Passenger car,Regular,77,1680,Balta,2012,0,VOLKSWAGEN,BEETLE,Benzine,0,0,142.29,71.14,138.9,14430,0.408219178,2012
2725,LV,Passenger car,Regular,77,1680,Melna,2012,0,VOLKSWAGEN,BEETLE,Benzine,0,0,284.57,71.14,210.1,17180,0.309589041,2012
2726,LV,Passenger car,Regular,77,1680,Sarkana,2012,0,VOLKSWAGEN,BEETLE,Benzine,0,0,142.29,71.14,311,14120,1,2012
2727,LV,Passenger car,Regular,77,1680,Sarkana,2012,1,VOLKSWAGEN,BEETLE,Benzine,1,0,142.29,71.14,68.8,14120,0.252054795,2013
2728,LV,Passenger car,Regular,77,1692,Tumši zila,2014,0,SKODA,ROOMSTER,Benzine,0,0,140,70,169,15400,0.498630137,2014
2729,LV,Passenger car,Regular,77,1780,Gaiši bruna,2013,0,SKODA,OCTAVIA,Benzine,0,0,142.29,71.14,151.1,17320,0.504109589,2013
2730,LV,Passenger car,Regular,77,1780,Kiršu,2013,0,SKODA,OCTAVIA,Benzine,0,1,142.29,71.14,164.2,17900,0.504109589,2013
2731,LV,Passenger car,Regular,77,1780,Peleka,2013,0,SKODA,OCTAVIA,Benzine,0,0,142.29,71.14,152.2,17440,0.495890411,2013
2732,LV,Passenger car,Regular,77,1780,Melna,2014,0,VOLKSWAGEN,BEETLE,Benzine,0,1,140,70,268,14980,0.967123288,2014
2733,LV,Passenger car,Regular,77,1780,Melna,2014,0,VOLKSWAGEN,BEETLE,Benzine,0,1,140,70,787.5,20380,1,2014
2734,LV,Passenger car,Regular,77,1780,Gaiši bruna,2014,0,SKODA,OCTAVIA,Benzine,0,1,140,70,185.9,17200,0.495890411,2014
2735,LV,Passenger car,Regular,77,1780,Melna,2014,0,SKODA,OCTAVIA,Benzine,0,1,140,70,173.9,18360,0.495890411,2014
2736,LV,Passenger car,Regular,77,1780,Peleka,2014,0,SKODA,OCTAVIA,Benzine,0,1,140,70,170,18500,0.504109589,2014
2737,LV,Passenger car,Regular,77,1780,Tumši zila,2014,0,SKODA,OCTAVIA,Benzine,0,0,140,70,181.9,16790,0.495890411,2014
2738,LV,Passenger car,Regular,77,1790,Peleka,2011,3,VOLKSWAGEN,GOLF,Benzine,1,0,140,40,159.8,11330,0.602739726,2014
2739,LV,Passenger car,Regular,77,1790,Peleka,2011,1,VOLKSWAGEN,GOLF,Benzine,1,1,142.29,42.69,329.1,12010,1,2012
2740,LV,Passenger car,Regular,77,1790,Peleka,2011,2,VOLKSWAGEN,GOLF,Benzine,1,1,142.29,42.69,248.9,12610,1,2013
2741,LV,Passenger car,Regular,77,1790,Peleka,2011,3,VOLKSWAGEN,GOLF,Benzine,1,0,140,40,248.9,11130,0.668493151,2014
2742,LV,Passenger car,Regular,77,1790,Peleka,2011,1,VOLKSWAGEN,GOLF,Benzine,1,1,142.29,42.69,329.1,11810,1,2012
2743,LV,Passenger car,Regular,77,1790,Peleka,2011,2,VOLKSWAGEN,GOLF,Benzine,1,1,142.29,42.69,248.9,12410,1,2013
2744,LV,Passenger car,Regular,77,1800,Gaiši peleka,2012,0,VOLKSWAGEN,JETTA,Benzine,0,1,213.43,71.14,229,14540,0.750684932,2012
2745,LV,Passenger car,Regular,77,1800,Gaiši peleka,2012,0,VOLKSWAGEN,JETTA,Benzine,0,1,142.29,42.69,100.5,15780,0.260273973,2012
2746,LV,Passenger car,Regular,0,1850,,2014,0,MAZDA,6,Benzine,0,0,140,70,32,34220,0.010958904,2014
2747,LV,Passenger car,Regular,0,1850,,2014,0,MAZDA,CX-5,Benzine,0,0,140,70,32,27790,0.010958904,2014
2748,LV,Passenger car,Regular,0,2505,,2013,1,BMW,730,Diesel,0,0,850,70,280,37820,0.810958904,2014
2749,LV,Passenger car,Regular,47,1565,Peleka,2006,6,SKODA,FABIA,Benzine,1,1,142.29,71.14,157.9,5120,1,2012
2750,LV,Passenger car,Regular,47,1570,Gaiši peleka,2005,9,VOLKSWAGEN,POLO,Benzine,1,0,140,40,154,3300,1,2014
2751,LV,Passenger car,Regular,47,1570,Gaiši peleka,2005,8,VOLKSWAGEN,POLO,Benzine,1,0,142.29,42.69,140.5,3670,1,2013
2752,LV,Passenger car,Regular,47,1570,Gaiši peleka,2005,7,VOLKSWAGEN,POLO,Benzine,1,0,142.29,42.69,154.7,4380,1,2012
2753,LV,Passenger car,Regular,47,1570,Gaiši peleka,2007,5,VOLKSWAGEN,POLO,Benzine,1,1,142.29,71.14,300.6,5490,1,2012
2754,LV,Passenger car,Regular,47,1570,Tumši zila un balta,2007,7,VOLKSWAGEN,POLO,Benzine,1,0,140,40,233.9,5000,1,2014
2755,LV,Passenger car,Regular,47,1570,Zila,2007,6,VOLKSWAGEN,POLO,Benzine,1,1,142.29,42.69,257.8,5010,1,2013
2756,LV,Passenger car,Regular,47,1570,Zila,2007,5,VOLKSWAGEN,POLO,Benzine,0,1,142.29,42.69,286.2,5290,1.002739726,2012
2757,LV,Passenger car,Regular,51,1520,Gaiši peleka,2013,0,SKODA,FABIA,Benzine,0,1,142.29,71.14,126.9,10300,0.495890411,2013
2758,LV,Passenger car,Regular,51,1520,Gaiši peleka,2013,0,SKODA,FABIA,Benzine,0,1,142.29,71.14,126.9,9900,0.495890411,2013
2759,LV,Passenger car,Regular,51,1520,Gaiši peleka,2013,0,SKODA,FABIA,Benzine,0,1,142.29,71.14,126.9,10100,0.495890411,2013
2760,LV,Passenger car,Regular,51,1520,Gaiši bruna,2014,0,SKODA,FABIA,Benzine,0,1,140,70,165,11860,0.504109589,2014
2761,LV,Passenger car,Regular,51,1550,Peleka,2010,2,VOLKSWAGEN,POLO,Benzine,1,1,142.29,42.69,268.4,9310,1,2012
2762,LV,Passenger car,Regular,51,1550,Gaiši peleka,2011,3,VOLKSWAGEN,POLO,Benzine,1,1,140,40,316,7440,1,2014
2763,LV,Passenger car,Regular,51,1550,Gaiši peleka,2011,2,VOLKSWAGEN,POLO,Benzine,1,1,142.29,42.69,347.2,8350,1,2013
2764,LV,Passenger car,Regular,51,1550,Gaiši peleka,2011,1,VOLKSWAGEN,POLO,Benzine,0,1,142.29,42.69,84,9370,0.238356164,2012
2765,LV,Passenger car,Regular,51,1550,Melna,2012,0,VOLKSWAGEN,POLO,Benzine,0,1,142.29,42.69,363.5,10930,0.926027397,2012
2766,LV,Passenger car,Regular,51,1550,Melna,2012,0,VOLKSWAGEN,POLO,Benzine,0,1,142.29,42.69,363.5,11930,0.926027397,2012
2767,LV,Passenger car,Regular,51,1550,Sarkana,2012,0,VOLKSWAGEN,POLO,Benzine,0,1,142.29,42.69,328.6,10610,0.915068493,2012
2768,LV,Passenger car,Regular,51,1550,Tumši peleka,2012,1,VOLKSWAGEN,POLO,Benzine,1,1,853.72,42.69,201,10240,0.756164384,2013
2769,LV,Passenger car,Regular,51,1550,Tumši peleka,2012,0,VOLKSWAGEN,POLO,Benzine,0,1,853.72,71.14,260.7,12810,0.904109589,2012
2770,LV,Passenger car,Regular,51,1550,Tumši peleka,2012,0,VOLKSWAGEN,POLO,Benzine,0,1,142.29,42.69,363.5,11350,0.926027397,2012
2771,LV,Passenger car,Regular,74,1555,Zila,2013,0,FORD,FIESTA,Benzine,0,0,142.29,71.14,498.3,14880,1,2013
2772,LV,Passenger car,Regular,43,1445,Sarkana,2008,5,RENAULT,CLIO,Benzine,1,1,142.29,71.14,167.1,4730,1,2013
2773,LV,Passenger car,Regular,43,1445,Sarkana,2008,4,RENAULT,CLIO,Benzine,1,1,142.29,71.14,151.4,5460,1.002739726,2012
2774,LV,Passenger car,Regular,55,1570,Balta,2007,7,RENAULT,KANGOO,Benzine,1,1,140,70,153,4260,1,2014
2775,LV,Passenger car,Regular,55,1570,Balta,2007,6,RENAULT,KANGOO,Benzine,1,1,142.29,71.14,173.9,4450,1,2013
2776,LV,Passenger car,Regular,55,1570,Balta,2007,5,RENAULT,KANGOO,Benzine,1,1,142.29,71.14,242.2,4710,1,2012
2777,LV,Passenger car,Regular,74,1588,Balta,2010,3,RENAULT,CLIO,Benzine,1,1,142.29,71.14,240.7,6080,1,2013
2778,LV,Passenger car,Regular,74,1588,Balta,2010,2,RENAULT,CLIO,Benzine,1,1,142.29,71.14,216.6,7190,1.002739726,2012
2779,LV,Passenger car,Regular,74,1588,Balta,2010,3,RENAULT,CLIO,Benzine,1,1,142.29,71.14,240.7,6680,0.778082192,2013
2780,LV,Passenger car,Regular,74,1588,Balta,2010,2,RENAULT,CLIO,Benzine,1,1,142.29,71.14,216.6,7790,1.002739726,2012
2781,LV,Passenger car,Regular,74,1588,Balta,2010,3,RENAULT,CLIO,Benzine,1,1,142.29,71.14,236.7,5880,1,2013
2782,LV,Passenger car,Regular,74,1588,Balta,2010,2,RENAULT,CLIO,Benzine,1,1,142.29,71.14,212.6,6990,1.002739726,2012
2783,LV,Passenger car,Regular,63,1571,Kiršu,2013,0,SKODA,FABIA,Benzine,0,0,142.29,71.14,134.9,11900,0.501369863,2013
2784,LV,Passenger car,Regular,63,1610,Gaiši bruna,2014,0,SKODA,RAPID,Benzine,0,1,140,70,162,15150,0.501369863,2014
2785,LV,Passenger car,Regular,63,1610,Gaiši bruna,2014,0,SKODA,RAPID,Benzine,1,1,140,70,447.6,15550,1,2014
2786,LV,Passenger car,Regular,63,1610,Tumši zila,2014,0,SKODA,RAPID,Benzine,0,0,140,70,186,13400,0.501369863,2014
2787,LV,Passenger car,Regular,63,1610,Zila,2014,0,SKODA,RAPID,Benzine,0,0,140,70,182,15800,0.501369863,2014
2788,LV,Passenger car,Regular,63,1615,Gaiši bruna,2013,0,SKODA,RAPID,Benzine,0,0,142.29,71.14,154.6,13510,0.495890411,2013
2789,LV,Passenger car,Regular,63,1615,Gaiši bruna,2013,0,SKODA,RAPID,Benzine,0,0,142.29,71.14,452.8,14570,1,2013
2790,LV,Passenger car,Regular,77,1880,Tumši zila,2011,1,SKODA,OCTAVIA,Benzine,1,0,142.29,71.14,351.3,13510,1,2012
2791,LV,Passenger car,Regular,42,0,Melna,2010,2,HONDA,VT 1300CXA,Benzine,1,1,430,0,349.4,10090,0.808219178,2012
2792,LV,Passenger car,Regular,72,1270,Melna,2011,1,TOYOTA,IQ,Benzine,1,0,142.29,71.14,531.6,13520,1,2012
2793,LV,Passenger car,Regular,73,1470,Tumši peleka,2011,1,TOYOTA,YARIS,Benzine,1,1,142.29,71.14,105.7,11300,0.167123288,2012
2794,LV,Passenger car,Regular,73,1470,Gaiši peleka,2012,2,TOYOTA,YARIS,Benzine,0,0,140,70,448,9500,1,2014
2795,LV,Passenger car,Regular,73,1470,Gaiši peleka,2012,1,TOYOTA,YARIS,Benzine,1,1,853.72,71.14,196.4,11180,0.756164384,2013
2796,LV,Passenger car,Regular,60,1500,Gaiši peleka,2014,0,VOLKSWAGEN,UP!,Electricity,0,0,140,70,400,27030,1,2014
2797,LV,Passenger car,Regular,50,1190,Balta,2008,4,PEUGEOT,107,Benzine,1,0,284.57,71.14,178.7,6170,1.002739726,2012
2798,LV,Passenger car,Regular,50,1190,Balta un vairakkrasu,2008,6,PEUGEOT,107,Benzine & Gas,1,0,284,70,113,4500,1,2014
2799,LV,Passenger car,Regular,50,1190,Balta un vairakkrasu,2008,5,PEUGEOT,107,Benzine & Gas,1,0,284.57,71.14,174.5,5320,1,2013
2800,LV,Passenger car,Regular,51,1240,Melna,2014,0,TOYOTA,AYGO,Benzine,0,1,140,70,2,12800,0.024657534,2014
2801,LV,Passenger car,Regular,51,1240,Melna,2014,0,TOYOTA,AYGO,Benzine,1,1,140,70,52.8,12800,0.131506849,2014
2802,LV,Passenger car,Regular,74,1555,Zila,2013,1,FORD,FIESTA,Benzine,1,0,140,70,500,11870,1,2014
2803,LV,Passenger car,Regular,74,1760,Peleka,2013,0,FORD,B-MAX,Benzine,1,0,142.29,71.14,225.2,16530,0.501369863,2013
2804,LV,Passenger car,Regular,55,1695,Peleka,2008,5,OPEL,CORSA,Diesel,1,1,142.29,71.14,266.2,6440,1,2013
2805,LV,Passenger car,Regular,55,1695,Peleka,2008,4,OPEL,CORSA,Diesel,1,1,142.29,71.14,315.3,6800,1,2012
2806,LV,Passenger car,Regular,55,1695,Gaiši peleka,2009,5,OPEL,CORSA,Diesel,1,0,140,70,26.4,4800,0.136986301,2014
2807,LV,Passenger car,Regular,55,1695,Gaiši peleka,2009,4,OPEL,CORSA,Diesel,1,0,142.29,71.14,223.1,5490,1,2013
2808,LV,Passenger car,Regular,55,1695,Gaiši peleka,2009,3,OPEL,CORSA,Diesel,1,0,142.29,71.14,250.2,6200,1,2012
2809,LV,Passenger car,Regular,55,1695,Gaiši peleka,2009,3,OPEL,CORSA,Diesel,0,0,142.29,71.14,63.8,6910,0.189041096,2012
2810,LV,Passenger car,Regular,55,1695,Peleka,2010,2,OPEL,CORSA,Diesel,1,1,142.29,71.14,279.5,10330,1,2012
2811,LV,Passenger car,Regular,55,1695,Peleka,2013,1,OPEL,CORSA,Diesel,1,1,140,70,300.3,11900,1,2014
2812,LV,Passenger car,Regular,55,1695,Peleka,2013,0,OPEL,CORSA,Diesel,1,1,142.29,71.14,357.1,13330,1,2013
2813,LV,Passenger car,Regular,55,1695,Peleka,2013,0,OPEL,CORSA,Diesel,0,1,142.29,71.14,142.2,13330,0.41369863,2013
2814,LV,Passenger car,Regular,55,1965,Peleka tonmainas,2012,0,OPEL,MERIVA,Diesel,0,1,142.29,71.14,459,18320,1,2012
2815,LV,Passenger car,Regular,57,1515,Zala,2011,3,HYUNDAI,I20,Benzine,1,1,140,70,608,6910,1,2014
2816,LV,Passenger car,Regular,57,1515,Zala,2011,2,HYUNDAI,I20,Benzine,1,1,142.29,71.14,653.9,7660,1,2013
2817,LV,Passenger car,Regular,57,1515,Zala,2011,1,HYUNDAI,I20,Benzine,1,1,142.29,71.14,545.8,8490,1,2012
2818,LV,Passenger car,Regular,62,1515,Balta,2013,1,HYUNDAI,I20,Benzine,1,1,140,70,433.7,9420,1,2014
2819,LV,Passenger car,Regular,62,1515,Balta,2013,0,HYUNDAI,I20,Benzine,0,1,142.29,71.14,473.3,11770,1,2013
2820,LV,Passenger car,Regular,66,1820,Peleka,2006,7,OPEL,ASTRA,Diesel,1,1,142.29,71.14,267.2,6310,1,2013
2821,LV,Passenger car,Regular,73,1470,Gaiši peleka,2012,0,TOYOTA,YARIS,Benzine,0,1,142.29,71.14,133.8,14030,0.493150685,2012
2822,LV,Passenger car,Regular,73,1470,Gaiši peleka,2012,2,TOYOTA,YARIS,Benzine,0,1,140,70,452,10900,1,2014
2823,LV,Passenger car,Regular,73,1470,Gaiši peleka,2012,1,TOYOTA,YARIS,Benzine,1,1,853.72,71.14,243.3,13460,0.942465753,2013
2824,LV,Passenger car,Regular,73,1470,Gaiši peleka,2012,0,TOYOTA,YARIS,Benzine,0,1,853.72,71.14,128.1,16870,0.471232877,2012
2825,LV,Passenger car,Regular,73,1470,Gaiši peleka un vairakkrasu,2012,2,TOYOTA,YARIS,Benzine,1,1,140,70,281.5,12150,1,2014
2826,LV,Passenger car,Regular,73,1470,Gaiši zala,2012,0,TOYOTA,YARIS,Benzine,0,1,853.72,71.14,137.7,9670,0.597260274,2012
2827,LV,Passenger car,Regular,73,1470,Sarkana,2012,2,TOYOTA,YARIS,Benzine,0,1,140,70,452,9300,1,2014
2828,LV,Passenger car,Regular,73,1470,Sarkana,2012,0,TOYOTA,YARIS,Benzine,0,1,853.72,71.14,144.8,11270,0.597260274,2012
2829,LV,Passenger car,Regular,73,1470,Tumši peleka,2012,2,TOYOTA,YARIS,Benzine,0,1,140,70,452,9100,1,2014
2830,LV,Passenger car,Regular,73,1470,Tumši peleka,2012,1,TOYOTA,YARIS,Benzine,1,1,853.72,71.14,209.2,11380,0.846575342,2013
2831,LV,Passenger car,Regular,73,1470,Tumši peleka,2012,0,TOYOTA,YARIS,Benzine,0,1,853.72,71.14,133.8,14230,0.493150685,2012
2832,LV,Passenger car,Regular,73,1470,Tumši peleka,2012,2,TOYOTA,YARIS,Benzine,0,0,140,70,448,9300,1,2014
2833,LV,Passenger car,Regular,73,1470,Violeta,2012,0,TOYOTA,YARIS,Benzine,0,1,142.29,71.14,144.8,10870,0.597260274,2012
2834,LV,Passenger car,Regular,73,1470,Gaiši peleka,2013,1,TOYOTA,YARIS,Benzine,1,1,850,70,207,10640,0.753424658,2014
2835,LV,Passenger car,Regular,73,1470,Gaiši peleka,2013,0,TOYOTA,YARIS,Benzine,0,1,853.72,71.14,145.5,13210,0.473972603,2013
2836,LV,Passenger car,Regular,73,1470,Gaiši peleka,2013,1,TOYOTA,YARIS,Benzine,1,1,850,70,171,10760,0.753424658,2014
2837,LV,Passenger car,Regular,73,1470,Gaiši peleka,2013,0,TOYOTA,YARIS,Benzine,0,1,853.72,71.14,125.1,13540,0.534246575,2013
2838,LV,Passenger car,Regular,73,1470,Sarkana,2013,1,TOYOTA,YARIS,Benzine,1,1,140,70,197,9240,0.753424658,2014
2839,LV,Passenger car,Regular,73,1470,Sarkana,2013,0,TOYOTA,YARIS,Benzine,0,1,142.29,71.14,115.2,11810,0.534246575,2013
2840,LV,Passenger car,Regular,73,1470,Sarkana,2013,0,TOYOTA,YARIS,Benzine,0,1,853.72,71.14,146.5,12210,0.654794521,2013
2841,LV,Passenger car,Regular,73,1470,Tumši peleka,2013,0,TOYOTA,YARIS,Benzine,0,1,853.72,71.14,128,13610,0.55890411,2013
2842,LV,Passenger car,Regular,73,1470,Tumši violeta,2013,1,TOYOTA,YARIS,Benzine,1,1,850,70,171,11960,0.753424658,2014
2843,LV,Passenger car,Regular,73,1470,Tumši violeta,2013,0,TOYOTA,YARIS,Benzine,0,1,853.72,71.14,125.1,14740,0.534246575,2013
2844,LV,Passenger car,Regular,73,1470,Violeta,2013,0,TOYOTA,YARIS,Benzine,0,1,853.72,71.14,120.9,13210,0.55890411,2013
2845,LV,Passenger car,Regular,73,1470,Zila tonmainas,2013,1,TOYOTA,YARIS,Benzine,1,1,850,70,214,10490,0.863013699,2014
2846,LV,Passenger car,Regular,51,1550,Tumši peleka,2012,0,VOLKSWAGEN,POLO,Benzine,0,1,142.29,42.69,363.5,11550,0.926027397,2012
2847,LV,Passenger car,Regular,51,1550,Gaiši bruna,2013,0,SKODA,FABIA,Benzine,0,0,142.29,71.14,123.4,11550,0.498630137,2013
2848,LV,Passenger car,Regular,51,1550,Gaiši bruna,2013,0,SKODA,FABIA,Benzine,0,1,142.29,71.14,131.4,11320,0.495890411,2013
2849,LV,Passenger car,Regular,51,1550,Gaiši peleka,2013,0,SKODA,FABIA,Benzine,0,1,142.29,71.14,126.9,9760,0.504109589,2013
2850,LV,Passenger car,Regular,51,1550,Gaiši peleka,2013,0,SKODA,FABIA,Benzine,0,1,142.29,71.14,151.4,11190,0.498630137,2013
2851,LV,Passenger car,Regular,51,1550,Gaiši peleka,2013,0,SKODA,FABIA,Benzine,0,1,142.29,71.14,155.4,11270,0.495890411,2013
2852,LV,Passenger car,Regular,51,1550,Peleka,2013,0,SKODA,FABIA,Benzine,0,1,142.29,71.14,151.4,11390,0.498630137,2013
2853,LV,Passenger car,Regular,51,1550,Zala,2013,0,SKODA,FABIA,Benzine,0,1,142.29,71.14,151.4,10880,0.498630137,2013
2854,LV,Passenger car,Regular,51,1550,Gaiši bruna,2014,0,SKODA,FABIA,Benzine,0,1,140,70,165,11340,0.504109589,2014
2855,LV,Passenger car,Regular,51,1550,Gaiši bruna,2014,0,SKODA,FABIA,Benzine,0,0,140,70,157,11270,0.498630137,2014
2856,LV,Passenger car,Regular,51,1550,Gaiši peleka,2014,0,SKODA,FABIA,Benzine,0,1,140,70,157,11060,0.495890411,2014
2857,LV,Passenger car,Regular,51,1550,Gaiši peleka,2014,0,SKODA,FABIA,Benzine,0,0,140,70,145,11920,0.501369863,2014
2858,LV,Passenger car,Regular,51,1550,Zala,2014,0,SKODA,FABIA,Benzine,0,0,140,70,149,11890,0.495890411,2014
2859,LV,Passenger car,Regular,51,1565,Kiršu,2008,6,SKODA,FABIA,Benzine,1,1,140,70,212.6,5850,1,2014
2860,LV,Passenger car,Regular,51,1565,Kiršu,2008,5,SKODA,FABIA,Benzine,1,1,140,70,225.8,6200,1,2013
2861,LV,Passenger car,Regular,51,1570,Peleka,2014,0,SKODA,FABIA,Benzine,0,1,140,70,153,10940,0.504109589,2014
2862,LV,Passenger car,Regular,51,1570,Tumši peleka,2014,0,SKODA,FABIA,Benzine,0,0,140,70,141,13200,0.501369863,2014
2863,LV,Passenger car,Regular,59,1425,Gaiši peleka,2011,1,NISSAN,MICRA,Benzine,0,1,142.29,71.14,51.8,9160,0.142465753,2012
2864,LV,Passenger car,Regular,59,1425,Peleka,2011,3,NISSAN,MICRA,Benzine,0,0,140,70,209,12400,0.578082192,2014
2865,LV,Passenger car,Regular,59,1425,Balta,2012,2,NISSAN,MICRA,Benzine,0,0,140,70,364,9200,1,2014
2866,LV,Passenger car,Regular,59,1425,Melna,2012,2,NISSAN,MICRA,Benzine,0,0,140,70,265,14800,0.789041096,2014
2867,LV,Passenger car,Regular,59,1425,Melna tonmainas,2012,2,NISSAN,MICRA,Benzine,0,0,140,70,352,15200,1,2014
2868,LV,Passenger car,Regular,59,1425,Melna tonmainas,2012,2,NISSAN,MICRA,Benzine,0,0,140,70,368,7500,1,2014
2869,LV,Passenger car,Regular,59,1425,Balta,2013,1,NISSAN,MICRA,Benzine,0,0,140,70,360,10600,1,2014
2870,LV,Passenger car,Regular,59,1425,Gaiši peleka,2013,0,NISSAN,MICRA,Benzine,0,1,140,70,101,15030,0.178082192,2013
2871,LV,Passenger car,Regular,0,3500,,2008,4,MERCEDES BENZ,ML,Benzine,0,0,140,70,1018,29900,1,2012
2872,LV,Passenger car,Regular,0,3500,,2013,0,MERCEDES BENZ,S500,Diesel,0,0,280,70,1508,84570,1,2013
2873,LV,Passenger car,Regular,63,1800,,2013,0,VOLKSWAGEN,GOLF,Benzine,0,0,142.29,42.69,58.7,15620,0.084931507,2013
2874,LV,Passenger car,Regular,63,1800,,2013,0,VOLKSWAGEN,GOLF,Diesel,0,0,284.57,42.69,34.7,20940,0.084931507,2013
2875,LV,Passenger car,Regular,63,1800,,2013,0,VOLKSWAGEN,GOLF,Diesel,0,0,285,40,34,20940,0.082191781,2013
2876,LV,Passenger car,Regular,63,1625,Zila,2012,0,OPEL,CORSA,Benzine,0,1,853.72,71.14,132,10760,0.556164384,2012
2877,LV,Passenger car,Regular,44,1495,Peleka,2012,0,FORD,FIESTA,Benzine,0,1,142.29,71.14,152.6,12130,0.504109589,2012
2878,LV,Passenger car,Regular,44,1495,Oranža,2012,2,FORD,FIESTA,Benzine & Gas,0,1,140,70,256.8,10800,0.654794521,2014
2879,LV,Passenger car,Regular,44,1495,Oranža,2012,0,FORD,FIESTA,Benzine & Gas,0,1,142.29,71.14,145.4,10140,0.498630137,2012
2880,LV,Passenger car,Regular,44,1495,Zala,2012,2,FORD,FIESTA,Benzine & Gas,0,1,140,70,256.8,10600,0.654794521,2014
2881,LV,Passenger car,Regular,44,1495,Zila,2012,2,FORD,FIESTA,Benzine & Gas,0,1,140,70,378,10400,0.654794521,2014
2882,LV,Passenger car,Regular,44,1495,Zila,2012,0,FORD,FIESTA,Benzine & Gas,0,1,142.29,71.14,145.4,9940,0.498630137,2012
2883,LV,Passenger car,Regular,51,1510,Peleka,2011,3,FIAT,PUNTO,Benzine,1,0,140,70,246,7980,1,2014
2884,LV,Passenger car,Regular,51,1510,Peleka,2011,2,FIAT,PUNTO,Benzine,1,1,140,70,302,8800,1,2013
2885,LV,Passenger car,Regular,51,1510,Peleka,2011,1,FIAT,PUNTO,Benzine,1,1,142.29,71.14,385.1,9710,1,2012
2886,LV,Passenger car,Regular,60,1490,Sarkana,2012,0,FORD,FIESTA,Benzine & Gas,0,1,142.29,71.14,152.6,12360,0.498630137,2012
